"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"5655";"#236591";"E. Sylisufaj";20;179;80;63;675000;700;70;65;48;62;24;68;38;64;47;58;64;60;51;38;39;62;68;72;68;59;71;73;67;64;74;64;58;22;61;51;48;68;24;16;1;"Attaquant"
"5656";"#237831";"S. Seedorf";22;173;68;63;650000;2000;92;52;54;65;26;51;53;53;29;58;46;64;43;35;52;63;93;91;79;55;78;54;40;54;60;53;26;25;52;59;45;44;22;29;1;"Ailier_gauche"
"5657";"#242240";"L. D'Arrigo";18;178;70;63;575000;500;70;46;60;61;61;57;53;45;54;64;40;56;51;47;63;63;69;70;76;64;72;49;55;68;52;43;56;65;52;63;45;62;63;59;1;"Milieu_central"
"5658";"#247420";"S. Naruse";19;166;63;63;575000;750;70;39;50;66;59;57;52;35;48;56;31;63;31;30;49;61;73;68;83;61;87;51;68;66;48;35;64;58;48;46;42;44;64;63;1;"arriere_droit"
"5659";"#253140";"M. Freites";21;175;75;63;650000;2000;71;55;59;62;48;59;58;54;57;64;45;62;59;39;60;61;71;71;65;58;70;60;56;68;56;52;57;48;63;57;55;60;47;55;1;"Milieu__droit"
"5660";"#254623";"J. Piquerez";21;182;81;63;650000;500;69;54;58;63;31;62;62;55;36;58;39;60;52;52;59;66;76;63;72;62;58;59;49;64;68;49;49;20;60;58;49;44;42;38;0;"arriere_gauche"
"5661";"#233070";"Aarón Rey";22;173;70;63;625000;2000;65;53;63;68;44;47;60;55;39;65;51;66;66;52;67;69;67;63;77;56;82;49;74;35;41;53;71;51;57;60;54;51;41;46;1;"Milieu__droit"
"5662";"#233276";"A. Dozzell";21;178;64;63;625000;2000;73;59;65;69;46;51;63;60;54;67;52;67;58;61;65;67;75;71;81;60;83;58;50;62;51;62;38;42;64;66;53;63;49;43;0;"Milieu_central"
"5663";"#234087";"C. Styles";20;167;60;63;625000;2000;67;57;61;68;54;56;51;58;41;65;53;65;54;44;63;65;67;67;85;59;93;56;64;62;55;57;50;58;59;66;50;65;55;49;0;"Milieu__droit"
"5664";"#235935";"L. Zanimacchia";21;178;69;63;625000;2000;69;67;57;65;29;45;58;68;47;56;51;69;62;70;54;68;68;70;47;56;48;70;50;49;45;71;39;18;59;57;62;53;31;30;1;"Milieu__droit"
"5665";"#239668";"J. Vollert";22;186;83;63;575000;1000;55;41;56;58;62;69;50;38;56;61;38;55;61;37;55;60;55;55;58;63;61;52;81;61;75;38;60;58;47;55;42;60;64;59;1;"arriere_central"
"5666";"#240008";"A. Papadopoulos";20;185;78;63;600000;900;65;27;47;58;61;74;28;22;43;63;29;53;23;30;44;63;63;67;65;60;62;33;90;73;77;27;65;63;32;52;35;59;64;62;1;"Milieu__gauche"
"5667";"#243252";"T. Hamer";20;188;80;63;575000;2000;67;41;51;56;60;72;53;37;58;54;29;54;42;38;52;57;68;66;62;59;63;51;72;82;72;42;58;59;53;50;41;55;62;60;1;"arriere_droit"
"5668";"#243253";"K. Agudelo";21;178;70;63;625000;6000;69;58;61;69;50;61;56;56;48;68;50;67;56;42;60;69;74;64;75;62;81;66;59;68;59;57;58;53;63;61;43;56;46;48;0;"Ailier_droit"
"5669";"#243532";"E. Tallig";20;178;70;63;625000;500;72;56;60;68;32;50;59;58;33;65;48;66;50;36;58;64;77;68;85;58;80;55;58;73;41;56;40;35;62;60;41;61;34;28;0;"Milieu_central"
"5670";"#243801";"D. Dressel";21;186;76;63;625000;500;68;54;61;63;50;70;58;49;54;69;41;58;47;41;61;69;69;68;66;65;69;66;66;76;69;58;66;50;54;59;44;58;53;49;0;"Milieu__gauche"
"5671";"#244762";"L. Diabyfadiga";19;188;82;63;625000;1000;66;63;56;62;25;62;49;64;63;60;59;63;49;59;53;63;65;67;61;59;59;64;61;59;73;62;40;15;63;59;62;64;25;22;0;"Attaquant"
"5672";"#246301";"L. Poręba";20;180;70;63;600000;1000;64;43;54;60;60;70;44;38;49;59;35;55;43;41;61;63;66;62;68;58;68;57;62;80;71;38;56;61;52;54;52;48;62;58;1;"Milieu__droit"
"5673";"#251482";"C. Kinsombi";20;177;70;63;625000;2000;82;42;58;65;30;58;59;43;35;64;49;65;46;38;50;59;80;83;78;57;80;45;71;70;58;34;39;31;52;60;40;54;29;33;0;"Milieu__droit"
"5674";"#252982";"R. Rivas";20;184;74;63;575000;500;76;45;59;63;57;53;58;50;55;63;29;62;51;31;62;64;76;76;72;56;47;48;45;70;45;35;54;57;58;58;33;62;58;55;1;"Milieu__droit"
"5675";"#228863";"T. Heintz";21;173;69;63;600000;850;75;55;57;65;34;57;63;59;47;56;45;64;68;65;42;62;76;74;74;59;81;54;82;68;57;49;39;34;60;59;52;56;35;33;1;"Milieu__gauche"
"5676";"#234861";"R. Ziegele";23;186;81;63;550000;3000;60;28;37;46;62;71;26;24;58;46;27;40;30;34;41;47;54;65;62;53;61;36;75;57;79;29;68;59;25;32;39;48;64;65;1;"arriere_central"
"5677";"#238743";"H. Wright";22;193;90;63;600000;3000;71;62;51;59;23;73;49;63;66;56;51;60;51;34;38;60;66;75;60;59;39;65;66;64;91;59;40;12;55;57;64;57;20;18;1;"Attaquant"
"5678";"#238973";"A. Laukart";21;183;74;63;600000;900;73;59;60;65;46;60;53;55;47;66;58;64;62;48;58;66;75;71;70;58;64;70;65;56;66;60;48;45;54;62;45;56;56;49;0;"Milieu_central"
"5679";"#240055";"M. Yılmaz";21;174;67;63;550000;1000;79;46;52;66;57;57;57;42;52;53;48;65;49;45;48;62;79;79;84;56;79;52;68;70;46;45;66;54;58;53;45;44;59;60;1;"arriere_droit"
"5680";"#240517";"C. Whelan";21;173;70;63;550000;2000;60;49;58;64;60;61;51;43;57;66;50;62;48;47;63;65;61;60;63;57;77;65;60;63;58;46;66;57;55;54;50;52;64;61;1;"Milieu__gauche"
"5681";"#240978";"D. Mandroiu";21;178;73;63;600000;600;65;63;63;65;51;64;63;59;52;62;56;62;63;69;59;68;68;62;70;58;68;68;62;71;63;67;60;45;60;65;64;64;53;52;1;"Milieu_central"
"5682";"#242263";"M. Amundsen";22;179;77;63;525000;2000;76;47;53;63;57;65;60;39;41;59;44;62;44;35;52;63;77;76;65;59;69;60;65;62;70;51;55;57;54;45;38;51;59;57;0;"arriere_gauche"
"5683";"#243721";"D. Wenzel-Halls";22;175;70;63;600000;1000;78;64;48;64;24;58;28;67;56;53;56;64;53;45;43;60;79;78;82;49;69;64;61;69;52;59;56;23;70;60;60;66;15;13;1;"Attaquant"
"5684";"#246014";"M. López";20;175;67;63;550000;1000;72;45;59;62;58;59;62;39;60;64;49;63;58;48;59;55;70;73;69;61;75;56;68;68;50;42;68;58;53;49;51;52;61;56;0;"arriere_gauche"
"5685";"#246909";"T. Suzuki";20;165;66;63;600000;850;64;53;59;66;56;62;63;54;44;61;47;66;50;47;58;64;69;59;68;62;86;55;62;65;56;52;74;58;54;58;50;57;64;62;0;"Milieu__gauche"
"5686";"#248165";"A. Rațiu";22;183;72;63;525000;2000;67;50;59;66;59;59;63;42;60;62;59;68;66;45;59;63;68;66;67;61;59;60;56;60;56;58;64;56;59;52;36;50;58;59;1;"Milieu__droit"
"5687";"#251582";"A. Szőke";22;185;72;63;600000;2000;72;61;58;61;40;60;43;67;67;64;67;58;48;62;58;65;79;67;71;48;56;55;65;56;65;53;53;24;62;66;64;64;35;32;1;"Attaquant"
"5688";"#254065";"C. Menacho";20;179;70;63;600000;500;70;48;57;65;33;61;65;49;37;59;38;62;41;37;57;69;72;69;77;47;56;48;51;79;61;48;39;22;58;55;39;45;35;33;1;"Attaquant"
"5689";"#222379";"F. Arce";23;184;78;63;525000;2000;62;53;59;61;59;74;49;41;72;64;41;60;59;57;60;62;63;61;64;60;59;72;76;67;76;60;77;57;56;62;58;54;60;55;1;"Milieu__gauche"
"5690";"#229354";"A. Ferati";22;168;71;63;575000;900;77;53;63;71;38;50;63;53;45;64;53;68;67;60;61;68;78;76;91;55;91;59;41;61;44;44;53;32;55;62;62;60;45;38;0;"Milieu_central"
"5691";"#230836";"E. Reitan";22;180;70;63;500000;1000;75;45;52;59;58;63;57;45;48;58;43;57;36;31;53;59;77;74;69;60;63;52;73;72;58;38;62;57;53;45;40;54;60;59;1;"arriere_droit"
"5692";"#231139";"J. Fitzwater";22;188;70;63;525000;1000;66;37;46;52;62;72;28;35;64;57;37;48;37;36;54;50;67;66;64;57;65;50;78;70;75;26;65;61;35;45;43;60;63;62;1;"arriere_central"
"5693";"#233176";"M. Saito";21;165;61;63;575000;850;80;55;59;71;56;54;52;52;33;64;47;68;45;40;65;68;78;81;88;64;89;60;94;71;39;57;58;63;56;59;53;58;57;47;1;"Milieu__droit"
"5694";"#235242";"D. Heymans";21;186;79;63;575000;2000;60;58;60;64;49;63;52;58;55;65;53;64;55;56;62;66;57;63;62;61;62;57;60;62;67;59;54;48;61;62;53;52;53;49;1;"Milieu_central"
"5695";"#235773";"L. James-Wildin";22;178;75;63;500000;2000;77;51;54;61;56;75;61;49;52;56;34;61;49;36;45;59;78;77;69;56;66;56;70;80;76;58;66;55;55;55;36;56;59;57;1;"arriere_droit"
"5696";"#238055";"A. Al Najjar";23;175;68;63;575000;3000;78;55;60;64;44;54;60;54;42;61;48;63;54;60;58;64;77;78;70;55;76;59;51;64;50;57;52;42;54;59;53;52;42;36;1;"Milieu__droit"
"5697";"#242117";"A. Ghareeb";23;165;61;63;575000;6000;81;58;54;67;18;50;57;57;46;56;48;65;49;29;48;62;82;81;84;60;84;64;61;56;54;57;31;13;58;57;59;51;15;10;1;"Milieu__gauche"
"5698";"#243061";"Lee Dong Jun";23;173;64;63;575000;2000;82;61;48;64;46;60;55;62;58;48;56;65;42;36;40;62;82;82;57;61;85;64;56;61;57;57;65;51;68;53;57;57;44;36;1;"Ailier_droit"
"5699";"#243218";"U. Abreliano";22;172;65;63;500000;2000;74;44;56;65;57;62;63;33;45;55;39;65;79;70;53;63;76;72;73;53;80;67;69;71;56;47;63;59;51;45;45;51;61;61;1;"arriere_droit"
"5700";"#243544";"A. Carrasquilla";21;170;72;63;575000;2000;73;56;62;63;56;56;52;58;48;68;47;61;54;42;70;62;74;72;71;56;82;53;74;63;49;60;62;58;55;64;51;55;61;57;1;"Milieu__droit"
"5701";"#244889";"C. Vanhoutte";21;182;73;63;525000;2000;61;54;57;62;60;64;42;53;53;64;46;60;62;45;62;63;59;63;67;61;66;55;60;66;64;56;64;59;46;56;61;52;63;61;1;"Milieu__droit"
"5702";"#251558";"L. Daneels";22;172;74;63;575000;2000;74;57;58;67;27;57;59;58;44;59;53;66;57;54;55;65;73;74;75;58;79;64;44;59;57;48;58;23;61;58;55;58;29;26;1;"Ailier_gauche"
"5703";"#224915";"S. Wright";22;175;65;63;550000;2000;85;53;55;68;28;47;55;58;37;57;40;67;44;64;48;65;84;85;82;53;79;54;35;63;43;43;38;23;55;58;56;50;31;23;1;"Ailier_gauche"
"5704";"#233245";"S. McLoughlin";23;175;70;63;475000;2000;75;56;60;64;55;61;59;56;43;62;51;63;55;47;60;62;74;75;74;54;74;60;59;73;57;56;55;54;59;61;45;58;56;57;1;"arriere_droit"
"5705";"#236471";"M. Kaasa";22;175;69;63;525000;1000;69;51;61;69;54;57;54;51;49;65;55;68;61;48;62;66;70;68;81;63;80;56;52;69;57;45;44;57;62;64;45;63;56;51;1;"Milieu__gauche"
"5706";"#236976";"A. Muhamedbegovic";21;186;75;63;500000;2000;52;25;45;42;63;67;35;20;60;58;27;35;34;22;53;45;49;54;45;63;63;41;53;62;71;20;65;61;22;34;36;47;67;65;0;"arriere_central"
"5707";"#239873";"A. Sobczyk";23;185;76;63;550000;1000;68;63;41;62;21;60;32;65;58;47;60;60;37;32;34;63;71;65;73;61;58;66;65;66;63;58;43;22;66;49;58;55;12;13;1;"Attaquant"
"5708";"#240434";"J. Tell";23;185;74;63;550000;2000;63;64;56;61;31;61;59;65;73;63;63;60;51;41;48;64;66;61;64;46;59;63;66;59;63;64;56;28;64;51;66;64;25;24;1;"Attaquant"
"5709";"#242503";"E. Williamson";23;175;70;63;525000;2000;67;54;64;66;56;59;58;57;44;68;47;65;63;43;67;65;67;67;74;61;80;63;54;61;60;41;57;57;62;67;45;66;57;52;1;"Milieu__gauche"
"5710";"#242568";"H. Ishihara";21;169;65;63;550000;850;68;55;61;65;61;59;64;52;58;62;48;63;53;53;59;63;71;66;81;58;81;60;76;67;54;57;59;60;57;64;51;58;62;60;1;"arriere_central"
"5711";"#226116";"R. Sweeney";23;193;87;63;475000;3000;65;34;50;52;61;77;51;32;61;55;26;51;39;33;51;51;64;66;55;56;62;46;70;75;80;30;74;60;35;44;32;57;64;61;0;"arriere_central"
"5712";"#227398";"E. Caicedo";25;186;79;63;475000;700;38;38;34;41;64;72;22;30;68;40;25;28;30;47;35;53;43;33;53;63;50;62;68;61;85;37;54;64;31;30;40;49;63;59;0;"arriere_central"
"5713";"#228376";"A. Hayden";23;186;79;63;475000;2000;67;30;39;49;62;73;26;26;61;49;24;45;38;26;41;49;66;67;57;58;54;41;72;66;76;27;72;60;33;38;42;49;63;61;1;"arriere_central"
"5714";"#231941";"D. Szymonowicz";24;184;67;63;475000;2000;61;36;51;57;60;70;47;33;62;61;34;51;39;38;59;59;59;62;82;54;64;47;89;62;74;32;66;57;32;39;43;52;61;61;1;"arriere_central"
"5715";"#232476";"K. Shiihashi";23;178;70;63;475000;1000;64;36;57;58;60;68;49;29;56;65;37;52;32;38;62;62;72;57;68;60;67;49;70;77;67;35;59;59;52;56;37;47;63;58;1;"Milieu__gauche"
"5716";"#233056";"D. Cleary";24;182;74;63;475000;750;54;30;39;44;62;68;28;24;61;55;32;38;34;31;38;50;50;58;40;58;53;44;64;60;71;27;70;63;25;27;50;48;63;61;1;"arriere_central"
"5717";"#233571";"A. Arias";24;164;64;63;500000;500;60;56;63;63;64;51;58;52;64;68;40;57;55;53;66;65;63;57;74;65;92;64;60;67;36;62;66;63;41;60;60;53;65;63;1;"Milieu__droit"
"5718";"#233655";"R. Holden";22;169;68;63;525000;3000;75;52;61;65;36;49;62;51;36;61;38;63;63;60;57;61;76;75;85;52;82;54;62;68;44;53;33;37;57;62;50;56;38;35;0;"Milieu_central"
"5719";"#234883";"G. Tomasiewicz";24;166;64;63;525000;1000;72;56;60;63;53;53;55;60;45;62;53;61;58;55;60;63;77;67;81;62;53;52;57;70;45;51;49;53;62;63;48;60;57;53;1;"Milieu__gauche"
"5720";"#238780";"D. Volkmer";24;194;88;63;475000;650;53;36;48;44;62;72;36;27;65;62;33;40;23;25;55;52;52;54;33;61;36;67;32;53;87;27;70;53;30;43;29;62;65;60;0;"arriere_central"
"5721";"#243692";"P. Choroba";24;183;75;63;450000;500;66;54;51;58;59;77;55;49;49;59;43;54;46;44;43;59;68;64;66;60;65;65;66;80;75;61;82;58;52;43;46;50;62;58;1;"arriere_droit"
"5722";"#244887";"R. Decostere";22;180;68;63;450000;2000;66;44;58;61;60;61;58;36;56;63;39;58;51;37;61;61;63;69;69;57;72;62;55;65;58;42;63;59;44;53;50;50;64;62;0;"arriere_droit"
"5723";"#244972";"Ricardo Schutte";22;185;75;63;525000;2000;63;65;47;63;23;57;38;65;63;57;63;64;51;32;42;62;62;63;60;58;65;70;44;51;69;61;36;19;60;47;68;52;18;17;1;"Attaquant"
"5724";"#245256";"J. Vargas";25;192;88;63;475000;950;52;24;40;44;62;74;25;21;61;59;22;32;27;29;34;60;56;49;54;56;40;37;68;64;87;17;55;60;21;31;34;58;62;65;1;"arriere_central"
"5725";"#250780";"D. Gugganig";23;190;82;63;475000;2000;54;36;48;45;62;72;46;30;60;59;29;38;29;28;54;50;53;54;58;64;48;50;52;66;80;39;63;59;26;35;33;56;65;61;0;"arriere_central"
"5726";"#251413";"A. Schmidt";22;193;88;63;525000;3000;54;62;43;60;27;77;32;64;74;51;56;63;54;29;35;61;53;55;55;57;34;65;70;70;90;56;53;23;63;49;60;57;20;22;1;"Attaquant"
"5727";"#252484";"R. Deaconu";23;181;73;63;525000;2000;67;57;64;62;37;63;58;52;40;66;43;57;68;69;65;66;69;65;67;66;68;66;57;77;66;65;38;34;57;62;56;57;44;37;0;"Milieu__gauche"
"5728";"#253590";"D. Osio";23;192;79;63;475000;500;57;30;43;45;62;69;35;30;60;59;25;36;39;30;32;62;51;62;32;59;50;39;82;62;76;21;57;60;25;35;32;46;63;61;0;"arriere_central"
"5729";"#256705";"J. Elvedi";23;186;76;63;475000;2000;66;34;56;56;61;71;56;37;53;62;34;53;43;28;57;58;68;64;64;58;65;29;76;66;74;26;69;57;55;53;34;65;65;62;1;"arriere_central"
"5730";"#213665";"J. Houghton";24;183;79;63;450000;2000;66;50;61;59;59;69;51;49;55;65;49;58;61;59;66;64;71;61;47;59;61;50;76;75;66;53;65;57;57;59;50;62;61;58;1;"Milieu_central"
"5731";"#214682";"J. Wright";25;193;82;63;450000;2000;44;29;44;55;65;70;29;27;64;50;32;58;25;29;48;52;46;43;47;58;51;44;66;64;76;19;62;63;29;54;30;66;65;63;1;"arriere_central"
"5732";"#220039";"D. Charles";24;177;67;63;525000;1000;78;63;58;62;32;62;55;65;57;62;60;61;52;52;53;62;77;79;69;61;60;62;56;66;60;59;63;26;64;61;57;59;31;26;0;"Attaquant"
"5733";"#220676";"V. Bergan";25;193;85;63;450000;850;56;39;43;44;61;72;35;40;61;57;29;36;32;32;47;55;53;59;46;57;35;41;67;66;82;42;56;62;25;31;38;56;63;62;1;"arriere_central"
"5734";"#227567";"M. Kiilerich";24;188;82;63;450000;2000;61;30;45;46;63;67;28;27;64;62;28;37;28;29;56;57;60;62;42;55;63;42;70;65;72;22;57;59;37;30;34;54;65;65;1;"arriere_central"
"5735";"#229930";"K. Knoyle";23;177;63;63;450000;2000;85;29;52;62;56;61;58;23;55;59;25;59;34;30;51;61;84;85;82;50;79;34;70;67;59;30;54;54;50;42;33;54;62;60;1;"arriere_droit"
"5736";"#236006";"J. O'Doherty";22;168;62;63;450000;2000;73;56;62;66;59;63;61;54;55;66;50;66;56;46;62;62;73;73;80;60;75;58;68;62;56;60;79;59;60;62;54;57;62;55;1;"Milieu__droit"
"5737";"#236588";"Q. Bena";22;185;79;63;450000;1000;63;49;59;63;62;71;56;55;64;64;39;66;35;46;58;62;68;58;60;55;54;45;70;72;77;42;57;62;50;63;54;61;67;57;1;"arriere_droit"
"5738";"#236750";"S. Sørli";24;178;67;63;500000;950;90;54;54;63;52;53;60;55;43;58;31;61;44;45;44;60;90;90;78;55;74;59;38;69;49;58;47;54;54;54;29;59;52;54;0;"Milieu__droit"
"5739";"#236870";"A. Canli";23;181;77;63;450000;2000;63;41;58;60;62;62;49;35;60;72;42;58;39;40;62;62;62;63;68;56;60;56;56;61;64;36;58;53;40;49;54;44;69;65;1;"Milieu__gauche"
"5740";"#251052";"C. Neguț";24;176;72;63;500000;1000;71;60;56;62;23;61;58;64;65;62;54;61;34;28;54;64;72;70;62;54;73;65;74;71;57;48;54;22;64;59;63;54;17;22;1;"Milieu__droit"
"5741";"#251400";"L. Kwadwo";23;187;78;63;450000;3000;64;30;52;56;61;71;60;21;63;60;24;53;50;27;48;58;62;66;64;55;62;49;76;70;76;30;58;58;31;38;31;52;65;63;0;"arriere_central"
"5742";"#254963";"W. Soleto";24;182;68;63;450000;500;69;30;48;54;60;57;62;31;55;61;21;50;38;27;23;55;67;71;63;59;67;29;59;61;56;26;55;60;44;39;37;50;62;57;1;"arriere_central"
"5743";"#255469";"A. Kralj";22;164;60;63;450000;750;73;34;49;61;57;50;57;34;37;55;26;57;46;29;32;59;71;74;70;57;94;38;53;73;36;31;57;59;42;50;32;49;59;64;0;"arriere_gauche"
"5744";"#257644";"R. Janicki";23;170;62;63;500000;1000;63;58;60;66;30;44;57;59;36;63;46;63;53;42;59;65;61;64;71;62;87;57;43;46;37;57;61;23;61;64;56;61;31;32;1;"Milieu_central"
"5745";"#258425";"O. Bačo";24;191;83;63;450000;2000;51;24;43;39;63;72;28;13;71;58;21;34;25;22;53;48;48;53;33;52;34;54;72;64;80;14;64;62;21;33;43;49;64;56;0;"arriere_central"
"5746";"#210986";"K. Wallace";25;186;75;63;425000;2000;61;49;56;62;59;66;59;42;58;60;52;61;51;44;48;60;64;58;67;64;66;53;64;68;66;58;66;62;53;54;58;55;59;58;0;"arriere_gauche"
"5747";"#212782";"H. Boateng";24;183;80;63;475000;2000;69;50;61;65;60;74;57;46;58;67;39;65;46;43;62;64;70;68;68;57;64;61;76;77;79;52;59;59;55;62;45;61;63;58;0;"Milieu__gauche"
"5748";"#213434";"J. Brown";25;175;65;63;500000;3000;76;56;60;64;44;65;49;58;44;64;53;64;60;58;58;62;75;77;76;53;72;54;61;72;64;52;58;42;60;65;55;60;44;43;0;"Attaquant"
"5749";"#221486";"D. O'Shaughnessy";25;190;84;63;450000;500;50;32;48;42;63;71;40;21;63;55;26;35;42;24;55;50;48;52;47;55;40;49;62;67;77;42;63;60;28;47;36;53;64;63;0;"arriere_central"
"5750";"#221534";"G. O'Neill";25;180;76;63;450000;750;59;51;60;60;60;70;55;43;51;64;50;59;59;58;61;63;58;59;60;59;59;62;60;72;69;55;70;58;50;60;61;72;61;60;1;"Milieu__gauche"
"5751";"#221705";"K. Dempsey";24;178;75;63;475000;2000;71;57;65;66;42;64;59;58;51;67;47;65;61;64;68;67;72;70;69;55;73;57;68;74;59;59;63;45;63;64;48;67;39;36;1;"Milieu__droit"
"5752";"#221989";"F. Aliti";26;186;77;63;425000;950;66;35;47;51;59;75;49;36;63;56;26;45;27;30;49;53;65;67;61;59;71;34;86;64;75;38;86;61;27;35;40;51;59;55;0;"arriere_central"
"5753";"#222405";"L. Kinsella";24;175;75;63;475000;3000;73;53;60;64;64;76;56;49;55;64;45;60;56;47;61;61;74;72;83;62;88;60;82;90;66;54;84;66;57;60;52;64;65;64;1;"Milieu__droit"
"5754";"#225679";"L. Cangá";25;191;79;63;450000;500;56;31;46;49;62;71;32;31;64;60;24;37;38;23;56;63;65;48;50;56;69;41;76;76;71;22;65;60;23;35;39;60;64;62;1;"arriere_central"
"5755";"#230109";"F. Schröter";24;177;68;63;500000;2000;76;63;50;65;28;54;43;66;58;57;55;62;47;39;44;65;78;74;76;57;78;63;71;72;51;59;35;22;62;54;62;55;20;22;0;"Attaquant"
"5756";"#233012";"Hong Jeong Un";25;187;76;63;450000;2000;58;37;56;50;61;70;42;22;70;66;29;43;28;28;63;57;61;55;50;59;60;55;75;71;72;51;63;63;54;63;39;56;65;61;1;"arriere_central"
"5757";"#239705";"Alan";23;175;74;63;500000;3000;71;61;56;66;35;60;56;62;62;59;51;66;45;41;54;63;70;72;74;62;77;63;73;59;65;61;47;30;62;61;57;62;32;33;1;"Milieu__gauche"
"5758";"#244800";"Kim Moon Hwan";24;172;64;63;425000;1000;85;48;56;64;56;57;58;42;41;61;36;62;58;32;56;61;88;83;83;56;76;57;57;69;48;51;63;52;62;52;45;60;58;57;1;"arriere_droit"
"5759";"#251002";"S. Conteh";23;178;72;63;500000;1000;93;56;50;68;37;60;58;57;52;52;49;67;53;35;39;63;93;93;88;54;75;57;72;64;57;53;58;33;58;52;52;53;38;37;1;"Milieu__droit"
"5760";"#255585";"Y. Hakamata";24;183;75;63;425000;900;70;39;58;59;60;69;62;36;58;60;26;58;47;45;57;60;68;71;62;56;57;49;69;62;74;37;66;58;57;57;32;55;61;62;0;"arriere_gauche"
"5761";"#255684";"Leonai";25;174;74;63;450000;500;65;55;57;60;61;67;52;46;46;60;75;60;52;40;60;61;67;64;63;56;60;76;64;66;70;58;62;70;42;60;40;54;62;52;1;"Milieu__gauche"
"5762";"#255773";"N. Sosa";24;177;66;63;500000;5000;55;67;45;61;25;49;37;72;74;50;55;61;42;34;38;61;57;53;55;60;69;62;66;58;50;66;32;21;64;55;67;52;17;18;1;"Attaquant"
"5763";"#256225";"T. Haas";22;177;76;63;425000;950;67;31;53;61;60;61;54;26;48;60;30;59;32;35;52;64;68;66;60;55;67;33;63;65;59;36;60;58;48;50;39;50;64;61;1;"arriere_droit"
"5764";"#256421";"A. Forrest";23;176;74;63;500000;2000;81;61;54;66;29;53;57;64;52;55;54;65;57;46;42;63;82;81;78;55;79;62;65;68;54;57;30;21;57;59;62;59;25;22;1;"Milieu__gauche"
"5765";"#257196";"M. Kurt";24;181;76;63;450000;500;66;44;57;58;59;66;48;38;51;63;32;54;37;38;60;61;67;66;64;61;65;58;64;84;62;45;56;58;56;64;41;57;60;52;1;"Milieu__gauche"
"5766";"#204785";"M. Mandron";25;191;82;63;475000;3000;62;60;53;63;45;77;47;60;64;59;52;63;52;43;43;65;65;59;65;60;53;67;69;81;80;56;67;42;60;58;60;64;41;36;0;"Attaquant"
"5767";"#216744";"C. Burgess";24;194;81;63;425000;1000;45;28;41;41;62;75;34;21;65;49;24;38;27;31;46;45;38;50;38;56;35;42;79;71;80;26;67;60;36;38;42;60;64;62;0;"arriere_central"
"5768";"#216790";"C. Grant";25;184;76;63;475000;3000;60;60;64;65;59;66;64;58;58;63;43;63;66;64;64;64;63;57;77;56;74;68;63;69;65;65;65;57;63;64;34;61;61;57;0;"Milieu__droit"
"5769";"#221938";"J. Lindseth";24;182;71;63;475000;1000;71;56;60;66;57;65;57;56;49;64;51;64;58;45;59;68;68;74;72;60;68;58;58;81;60;56;61;57;58;61;52;59;59;52;1;"Milieu__droit"
"5770";"#222997";"M. Maier";24;174;63;63;475000;2000;66;49;62;64;60;52;64;48;56;66;38;62;43;29;62;64;65;66;67;62;81;52;70;66;34;53;73;56;53;64;35;68;62;63;1;"Milieu__droit"
"5771";"#224270";"B. Gschweidl";24;178;73;63;500000;3000;72;62;44;60;22;63;35;63;64;54;58;59;41;32;29;57;71;72;68;62;69;68;73;66;67;53;46;18;63;52;65;54;19;21;1;"Attaquant"
"5772";"#231144";"C. Maghoma";22;195;90;63;425000;2000;50;32;39;36;63;76;32;27;63;46;30;28;28;29;40;45;45;54;41;55;33;50;72;67;90;29;54;59;29;37;31;54;64;63;1;"arriere_central"
"5773";"#233214";"V. Gutkovskis";25;181;76;63;475000;2000;72;62;49;62;24;72;32;64;61;61;53;61;38;32;48;65;75;69;64;57;58;63;72;76;73;56;62;26;64;55;63;60;11;17;1;"Attaquant"
"5774";"#240497";"I. Wadji";25;175;74;63;475000;1000;87;61;52;66;26;61;58;63;49;54;51;65;49;37;42;63;87;87;80;56;83;64;77;59;64;56;54;22;63;53;52;61;28;22;1;"Attaquant"
"5775";"#255650";"M. Carranza";24;165;62;63;475000;500;67;49;58;63;43;59;61;55;46;62;38;65;37;40;55;62;64;70;63;58;55;52;61;70;55;34;55;39;61;62;49;55;42;43;1;"Milieu__droit"
"5776";"#206263";"T. Hopper";26;186;76;63;475000;3000;63;62;52;61;34;73;48;65;63;56;58;58;42;45;45;61;60;66;69;63;64;64;80;75;75;52;62;17;65;57;63;62;41;43;0;"Attaquant"
"5777";"#210898";"A. Al Fahad";26;176;73;63;400000;4000;67;52;49;49;62;75;38;54;63;57;36;43;41;33;58;47;65;69;72;61;64;53;82;76;80;52;58;64;39;43;55;45;63;58;1;"arriere_central"
